system,role_key,role_label,target_draw_no,target_date,base_latest_draw_no,ticket_index,numbers,main_match,bonus_match,rank,payout
best_model,best_rank_2,best_model_top5,149,2016-02-26,148,2,08 09 13 27 28 30 35,0,0,外れ,0
best_model,best_rank_3,best_model_top5,149,2016-02-26,148,3,09 10 13 27 28 30 35,0,0,外れ,0
best_model,best_rank_4,best_model_top5,149,2016-02-26,148,4,04 08 13 27 28 30 35,1,0,外れ,0
best_model,best_rank_5,best_model_top5,149,2016-02-26,148,5,04 09 10 27 28 30 35,1,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,150,2016-03-04,149,1,01 04 15 27 28 30 35,1,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,150,2016-03-04,149,2,01 04 09 30 32 34 35,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,150,2016-03-04,149,3,04 09 10 13 27 28 30,1,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,150,2016-03-04,149,4,02 08 13 27 28 30 35,1,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,150,2016-03-04,149,5,08 10 13 21 28 32 35,0,0,外れ,0
best_model,best_rank_1,best_model_top5,150,2016-03-04,149,1,04 08 13 27 28 30 35,1,0,外れ,0
best_model,best_rank_2,best_model_top5,150,2016-03-04,149,2,04 09 10 27 28 30 35,1,0,外れ,0
best_model,best_rank_3,best_model_top5,150,2016-03-04,149,3,04 10 13 27 28 30 35,1,0,外れ,0
best_model,best_rank_4,best_model_top5,150,2016-03-04,149,4,01 04 10 27 28 30 35,1,0,外れ,0
best_model,best_rank_5,best_model_top5,150,2016-03-04,149,5,04 08 10 27 28 30 35,1,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,151,2016-03-11,150,1,01 04 15 27 28 30 35,1,1,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,151,2016-03-11,150,2,08 13 14 15 27 32 34,2,1,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,151,2016-03-11,150,3,07 10 14 27 28 30 35,1,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,151,2016-03-11,150,4,08 09 13 27 28 30 34,2,1,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,151,2016-03-11,150,5,09 10 13 21 28 30 32,4,0,5等,2100
best_model,best_rank_1,best_model_top5,151,2016-03-11,150,1,04 08 13 27 28 30 35,1,2,外れ,0
best_model,best_rank_2,best_model_top5,151,2016-03-11,150,2,04 09 10 27 28 30 35,2,1,外れ,0
best_model,best_rank_3,best_model_top5,151,2016-03-11,150,3,04 10 13 27 28 30 35,2,1,外れ,0
best_model,best_rank_4,best_model_top5,151,2016-03-11,150,4,01 04 10 27 28 30 35,1,1,外れ,0
best_model,best_rank_5,best_model_top5,151,2016-03-11,150,5,04 08 10 27 28 30 35,1,2,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,152,2016-03-18,151,1,01 09 10 27 28 30 35,0,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,152,2016-03-18,151,2,09 10 13 15 21 28 34,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,152,2016-03-18,151,3,10 13 14 21 27 28 30,1,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,152,2016-03-18,151,4,04 08 13 27 28 30 35,1,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,152,2016-03-18,151,5,01 02 13 28 30 35 36,0,0,外れ,0
best_model,best_rank_1,best_model_top5,152,2016-03-18,151,1,09 10 13 27 28 30 35,0,0,外れ,0
best_model,best_rank_2,best_model_top5,152,2016-03-18,151,2,04 09 10 27 28 30 35,0,0,外れ,0
best_model,best_rank_3,best_model_top5,152,2016-03-18,151,3,04 10 13 27 28 30 35,0,0,外れ,0
best_model,best_rank_4,best_model_top5,152,2016-03-18,151,4,10 13 21 27 28 30 35,1,0,外れ,0
best_model,best_rank_5,best_model_top5,152,2016-03-18,151,5,09 10 13 21 27 28 30,1,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,153,2016-03-25,152,1,01 09 10 27 28 30 35,3,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,153,2016-03-25,152,2,08 09 13 21 24 32 34,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,153,2016-03-25,152,3,08 09 13 24 27 28 30,2,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,153,2016-03-25,152,4,04 10 13 21 27 28 30,2,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,153,2016-03-25,152,5,04 09 10 13 28 35 36,3,0,外れ,0
best_model,best_rank_1,best_model_top5,153,2016-03-25,152,1,10 13 21 27 28 30 35,2,0,外れ,0
best_model,best_rank_2,best_model_top5,153,2016-03-25,152,2,09 10 13 27 28 30 35,3,0,外れ,0
best_model,best_rank_3,best_model_top5,153,2016-03-25,152,3,09 10 13 21 27 28 30,3,0,外れ,0
best_model,best_rank_4,best_model_top5,153,2016-03-25,152,4,08 09 13 24 27 28 30,2,0,外れ,0
best_model,best_rank_5,best_model_top5,153,2016-03-25,152,5,08 10 13 27 28 30 35,2,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,154,2016-04-01,153,1,01 09 10 27 28 30 35,2,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,154,2016-04-01,153,2,08 09 13 20 28 30 35,2,1,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,154,2016-04-01,153,3,09 10 13 21 24 28 30,3,1,6等,900
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,154,2016-04-01,153,4,04 07 10 27 28 30 35,3,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,154,2016-04-01,153,5,01 13 14 24 27 28 30,2,1,外れ,0
best_model,best_rank_1,best_model_top5,154,2016-04-01,153,1,09 10 13 27 28 30 35,2,1,外れ,0
best_model,best_rank_2,best_model_top5,154,2016-04-01,153,2,09 10 13 21 27 28 30,2,1,外れ,0
best_model,best_rank_3,best_model_top5,154,2016-04-01,153,3,04 09 10 27 28 30 35,3,0,外れ,0
best_model,best_rank_4,best_model_top5,154,2016-04-01,153,4,07 09 10 27 28 30 35,2,0,外れ,0
best_model,best_rank_5,best_model_top5,154,2016-04-01,153,5,09 10 21 27 28 30 35,3,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,155,2016-04-08,154,1,09 10 13 24 27 28 30,3,1,6等,1000
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,155,2016-04-08,154,2,04 09 10 21 28 30 35,1,1,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,155,2016-04-08,154,3,04 09 10 21 27 28 35,1,1,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,155,2016-04-08,154,4,04 07 10 27 28 30 35,0,1,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,155,2016-04-08,154,5,01 08 09 13 27 28 34,2,0,外れ,0
best_model,best_rank_1,best_model_top5,155,2016-04-08,154,1,04 09 10 27 28 30 35,1,1,外れ,0
best_model,best_rank_2,best_model_top5,155,2016-04-08,154,2,09 10 21 27 28 30 35,1,1,外れ,0
best_model,best_rank_3,best_model_top5,155,2016-04-08,154,3,04 10 21 27 28 30 35,0,1,外れ,0
best_model,best_rank_4,best_model_top5,155,2016-04-08,154,4,10 21 24 27 28 30 35,1,1,外れ,0
best_model,best_rank_5,best_model_top5,155,2016-04-08,154,5,09 10 13 21 27 28 30,2,1,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,156,2016-04-15,155,1,09 10 13 21 24 28 35,1,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,156,2016-04-15,155,2,08 09 13 24 27 28 30,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,156,2016-04-15,155,3,02 09 10 27 28 30 35,1,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,156,2016-04-15,155,4,04 21 24 27 28 30 35,1,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,156,2016-04-15,155,5,07 08 10 21 28 30 35,0,0,外れ,0
best_model,best_rank_1,best_model_top5,156,2016-04-15,155,1,09 10 13 24 27 28 30,1,0,外れ,0
best_model,best_rank_2,best_model_top5,156,2016-04-15,155,2,09 10 13 21 27 28 30,1,0,外れ,0
best_model,best_rank_3,best_model_top5,156,2016-04-15,155,3,09 10 13 21 28 30 35,1,0,外れ,0
best_model,best_rank_4,best_model_top5,156,2016-04-15,155,4,09 10 13 21 24 28 30,1,0,外れ,0
best_model,best_rank_5,best_model_top5,156,2016-04-15,155,5,08 09 13 24 27 28 30,1,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,157,2016-04-22,156,1,04 09 13 21 28 30 35,2,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,157,2016-04-22,156,2,02 04 09 15 30 34 35,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,157,2016-04-22,156,3,04 09 10 24 27 28 35,2,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,157,2016-04-22,156,4,08 09 13 24 27 28 30,2,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,157,2016-04-22,156,5,01 13 14 24 28 30 35,1,1,外れ,0
best_model,best_rank_1,best_model_top5,157,2016-04-22,156,1,04 09 10 27 28 30 35,2,0,外れ,0
best_model,best_rank_2,best_model_top5,157,2016-04-22,156,2,09 10 13 24 27 28 30,2,0,外れ,0
best_model,best_rank_3,best_model_top5,157,2016-04-22,156,3,04 09 13 24 27 28 30,2,0,外れ,0
best_model,best_rank_4,best_model_top5,157,2016-04-22,156,4,04 09 13 27 28 30 35,2,0,外れ,0
best_model,best_rank_5,best_model_top5,157,2016-04-22,156,5,04 09 13 24 28 30 35,2,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,158,2016-04-29,157,1,04 09 13 21 28 30 35,1,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,158,2016-04-29,157,2,09 15 16 27 28 32 35,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,158,2016-04-29,157,3,09 10 16 21 27 28 30,1,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,158,2016-04-29,157,4,08 09 13 24 27 28 30,1,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,158,2016-04-29,157,5,07 08 10 21 27 28 35,1,0,外れ,0
best_model,best_rank_1,best_model_top5,158,2016-04-29,157,1,04 09 10 27 28 30 35,1,0,外れ,0
best_model,best_rank_2,best_model_top5,158,2016-04-29,157,2,09 10 13 24 27 28 30,1,0,外れ,0
best_model,best_rank_3,best_model_top5,158,2016-04-29,157,3,04 09 13 24 27 28 30,1,0,外れ,0
best_model,best_rank_4,best_model_top5,158,2016-04-29,157,4,04 09 13 27 28 30 35,1,0,外れ,0
best_model,best_rank_5,best_model_top5,158,2016-04-29,157,5,04 09 13 24 28 30 35,1,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,159,2016-05-06,158,1,04 09 13 21 28 30 35,1,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,159,2016-05-06,158,2,02 04 07 27 30 32 35,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,159,2016-05-06,158,3,07 09 10 24 27 28 30,2,1,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,159,2016-05-06,158,4,04 09 10 27 28 30 35,2,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,159,2016-05-06,158,5,02 08 09 27 28 34 35,1,0,外れ,0
best_model,best_rank_1,best_model_top5,159,2016-05-06,158,1,04 09 10 27 28 30 35,2,0,外れ,0
best_model,best_rank_2,best_model_top5,159,2016-05-06,158,2,09 10 13 24 27 28 30,2,1,外れ,0
best_model,best_rank_3,best_model_top5,159,2016-05-06,158,3,04 09 13 24 27 28 30,1,1,外れ,0
best_model,best_rank_4,best_model_top5,159,2016-05-06,158,4,04 09 13 27 28 30 35,1,0,外れ,0
best_model,best_rank_5,best_model_top5,159,2016-05-06,158,5,09 10 13 21 27 28 30,3,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,160,2016-05-13,159,1,07 09 10 21 28 30 35,0,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,160,2016-05-13,159,2,09 10 13 24 27 28 30,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,160,2016-05-13,159,3,09 10 14 21 27 28 30,0,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,160,2016-05-13,159,4,02 09 10 27 28 30 35,1,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,160,2016-05-13,159,5,09 13 15 16 24 28 32,2,0,外れ,0
best_model,best_rank_1,best_model_top5,160,2016-05-13,159,1,09 10 13 21 27 28 30,0,0,外れ,0
best_model,best_rank_2,best_model_top5,160,2016-05-13,159,2,04 09 10 21 27 28 30,0,0,外れ,0
best_model,best_rank_3,best_model_top5,160,2016-05-13,159,3,09 10 21 24 27 28 30,1,0,外れ,0
best_model,best_rank_4,best_model_top5,160,2016-05-13,159,4,09 10 21 27 28 30 35,0,0,外れ,0
best_model,best_rank_5,best_model_top5,160,2016-05-13,159,5,04 09 10 27 28 30 35,0,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,161,2016-05-20,160,1,09 10 13 24 27 28 30,0,1,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,161,2016-05-20,160,2,01 08 13 24 27 32 35,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,161,2016-05-20,160,3,02 09 10 21 28 30 35,0,1,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,161,2016-05-20,160,4,02 09 10 27 28 30 35,0,1,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,161,2016-05-20,160,5,04 15 16 21 27 28 30,0,2,外れ,0
best_model,best_rank_1,best_model_top5,161,2016-05-20,160,1,09 10 21 24 27 28 30,0,1,外れ,0
best_model,best_rank_2,best_model_top5,161,2016-05-20,160,2,09 10 13 21 27 28 30,0,1,外れ,0
best_model,best_rank_3,best_model_top5,161,2016-05-20,160,3,09 10 13 24 27 28 30,0,1,外れ,0
best_model,best_rank_4,best_model_top5,161,2016-05-20,160,4,04 09 10 21 27 28 30,0,2,外れ,0
best_model,best_rank_5,best_model_top5,161,2016-05-20,160,5,08 09 13 24 27 28 30,1,1,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,162,2016-05-27,161,1,08 09 13 24 27 28 30,2,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,162,2016-05-27,161,2,08 09 14 21 27 30 34,3,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,162,2016-05-27,161,3,09 10 17 21 27 28 30,1,1,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,162,2016-05-27,161,4,04 09 10 27 28 30 35,1,1,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,162,2016-05-27,161,5,02 07 09 27 28 30 36,3,0,外れ,0
best_model,best_rank_1,best_model_top5,162,2016-05-27,161,1,08 09 13 24 27 28 30,2,0,外れ,0
best_model,best_rank_2,best_model_top5,162,2016-05-27,161,2,09 10 21 24 27 28 30,1,1,外れ,0
best_model,best_rank_3,best_model_top5,162,2016-05-27,161,3,09 10 13 21 27 28 30,1,1,外れ,0
best_model,best_rank_4,best_model_top5,162,2016-05-27,161,4,09 10 13 24 27 28 30,1,1,外れ,0
best_model,best_rank_5,best_model_top5,162,2016-05-27,161,5,04 09 10 21 27 28 30,1,1,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,163,2016-06-03,162,1,08 09 13 24 27 28 30,2,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,163,2016-06-03,162,2,07 08 14 21 27 32 35,0,1,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,163,2016-06-03,162,3,02 08 09 14 21 27 28,2,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,163,2016-06-03,162,4,09 10 14 27 28 30 35,2,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,163,2016-06-03,162,5,01 09 10 24 28 32 35,2,0,外れ,0
best_model,best_rank_1,best_model_top5,163,2016-06-03,162,1,08 09 13 24 27 28 30,2,0,外れ,0
best_model,best_rank_2,best_model_top5,163,2016-06-03,162,2,08 09 14 24 27 28 30,2,0,外れ,0
best_model,best_rank_3,best_model_top5,163,2016-06-03,162,3,02 08 09 24 27 28 30,3,0,外れ,0
best_model,best_rank_4,best_model_top5,163,2016-06-03,162,4,07 08 09 24 27 28 30,2,1,外れ,0
best_model,best_rank_5,best_model_top5,163,2016-06-03,162,5,08 09 10 24 27 28 30,2,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,164,2016-06-10,163,1,08 09 13 24 27 28 30,1,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,164,2016-06-10,163,2,02 09 16 21 28 30 35,1,1,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,164,2016-06-10,163,3,02 07 09 10 27 28 30,0,1,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,164,2016-06-10,163,4,02 08 14 27 28 30 32,0,1,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,164,2016-06-10,163,5,07 09 14 21 24 27 28,0,0,外れ,0
best_model,best_rank_1,best_model_top5,164,2016-06-10,163,1,02 08 09 24 27 28 30,0,1,外れ,0
best_model,best_rank_2,best_model_top5,164,2016-06-10,163,2,02 08 09 21 27 28 30,0,1,外れ,0
best_model,best_rank_3,best_model_top5,164,2016-06-10,163,3,02 08 09 13 27 28 30,1,1,外れ,0
best_model,best_rank_4,best_model_top5,164,2016-06-10,163,4,08 09 13 24 27 28 30,1,0,外れ,0
best_model,best_rank_5,best_model_top5,164,2016-06-10,163,5,02 08 09 14 27 28 30,0,1,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,165,2016-06-17,164,1,08 09 13 24 27 28 30,2,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,165,2016-06-17,164,2,01 02 13 28 30 35 36,0,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,165,2016-06-17,164,3,02 09 10 27 28 30 35,2,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,165,2016-06-17,164,4,02 08 09 27 28 30 35,2,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,165,2016-06-17,164,5,08 09 14 21 27 30 32,3,0,外れ,0
best_model,best_rank_1,best_model_top5,165,2016-06-17,164,1,02 08 09 13 27 28 30,2,0,外れ,0
best_model,best_rank_2,best_model_top5,165,2016-06-17,164,2,08 09 13 24 27 28 30,2,0,外れ,0
best_model,best_rank_3,best_model_top5,165,2016-06-17,164,3,02 08 09 24 27 28 30,2,0,外れ,0
best_model,best_rank_4,best_model_top5,165,2016-06-17,164,4,02 08 09 27 28 30 35,2,0,外れ,0
best_model,best_rank_5,best_model_top5,165,2016-06-17,164,5,02 09 13 27 28 30 35,2,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,166,2016-06-24,165,1,08 09 13 24 27 28 30,2,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,166,2016-06-24,165,2,09 14 16 27 30 35 36,3,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,166,2016-06-24,165,3,09 10 14 21 27 28 30,3,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,166,2016-06-24,165,4,02 08 09 14 27 28 35,2,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,166,2016-06-24,165,5,09 10 13 23 24 28 35,0,1,外れ,0
best_model,best_rank_1,best_model_top5,166,2016-06-24,165,1,02 08 09 14 27 28 30,3,0,外れ,0
best_model,best_rank_2,best_model_top5,166,2016-06-24,165,2,08 09 13 14 27 28 30,3,0,外れ,0
best_model,best_rank_3,best_model_top5,166,2016-06-24,165,3,08 09 14 24 27 28 30,3,0,外れ,0
best_model,best_rank_4,best_model_top5,166,2016-06-24,165,4,02 08 09 13 27 28 30,2,0,外れ,0
best_model,best_rank_5,best_model_top5,166,2016-06-24,165,5,08 09 13 24 27 28 30,2,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,167,2016-07-01,166,1,09 13 14 20 27 28 30,0,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,167,2016-07-01,166,2,08 13 14 21 27 28 31,0,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,167,2016-07-01,166,3,02 09 16 27 28 30 31,0,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,167,2016-07-01,166,4,02 08 14 24 27 28 30,0,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,167,2016-07-01,166,5,08 09 16 21 23 27 28,0,0,外れ,0
best_model,best_rank_1,best_model_top5,167,2016-07-01,166,1,02 08 09 14 27 28 30,0,0,外れ,0
best_model,best_rank_2,best_model_top5,167,2016-07-01,166,2,08 09 14 20 27 28 30,0,0,外れ,0
best_model,best_rank_3,best_model_top5,167,2016-07-01,166,3,08 09 13 14 27 28 30,0,0,外れ,0
best_model,best_rank_4,best_model_top5,167,2016-07-01,166,4,08 09 14 24 27 28 30,0,0,外れ,0
best_model,best_rank_5,best_model_top5,167,2016-07-01,166,5,09 14 16 20 27 28 30,0,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,168,2016-07-08,167,1,01 09 14 27 28 30 31,2,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,168,2016-07-08,167,2,01 07 10 28 30 35 36,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,168,2016-07-08,167,3,07 09 10 20 27 28 30,2,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,168,2016-07-08,167,4,02 09 16 27 28 30 35,1,1,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,168,2016-07-08,167,5,08 13 14 24 27 28 31,1,0,外れ,0
best_model,best_rank_1,best_model_top5,168,2016-07-08,167,1,07 09 10 14 27 28 30,2,0,外れ,0
best_model,best_rank_2,best_model_top5,168,2016-07-08,167,2,02 08 09 14 27 28 30,2,1,外れ,0
best_model,best_rank_3,best_model_top5,168,2016-07-08,167,3,08 09 14 20 27 28 30,3,0,外れ,0
best_model,best_rank_4,best_model_top5,168,2016-07-08,167,4,09 10 14 20 27 28 30,3,0,外れ,0
best_model,best_rank_5,best_model_top5,168,2016-07-08,167,5,08 09 10 14 27 28 30,2,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,169,2016-07-15,168,1,01 09 14 27 28 30 31,3,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,169,2016-07-15,168,2,07 09 14 16 20 30 35,2,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,169,2016-07-15,168,3,09 10 14 20 27 28 35,3,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,169,2016-07-15,168,4,02 09 14 27 28 30 31,2,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,169,2016-07-15,168,5,08 09 16 21 28 30 31,3,0,外れ,0
best_model,best_rank_1,best_model_top5,169,2016-07-15,168,1,08 09 14 20 27 28 30,3,0,外れ,0
best_model,best_rank_2,best_model_top5,169,2016-07-15,168,2,09 10 14 20 27 28 30,4,0,5等,1800
best_model,best_rank_3,best_model_top5,169,2016-07-15,168,3,09 14 16 20 27 28 30,3,0,外れ,0
best_model,best_rank_4,best_model_top5,169,2016-07-15,168,4,07 09 14 20 27 28 30,3,0,外れ,0
best_model,best_rank_5,best_model_top5,169,2016-07-15,168,5,09 14 20 27 28 30 31,3,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,170,2016-07-22,169,1,09 10 14 21 27 28 30,2,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,170,2016-07-22,169,2,01 07 10 20 28 30 35,0,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,170,2016-07-22,169,3,01 09 14 20 28 30 31,1,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,170,2016-07-22,169,4,09 10 14 27 28 30 31,2,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,170,2016-07-22,169,5,09 13 14 16 27 30 36,3,0,外れ,0
best_model,best_rank_1,best_model_top5,170,2016-07-22,169,1,09 10 14 20 27 28 30,2,0,外れ,0
best_model,best_rank_2,best_model_top5,170,2016-07-22,169,2,09 10 14 21 27 28 30,2,0,外れ,0
best_model,best_rank_3,best_model_top5,170,2016-07-22,169,3,01 09 14 20 27 28 30,2,0,外れ,0
best_model,best_rank_4,best_model_top5,170,2016-07-22,169,4,08 09 14 20 27 28 30,2,0,外れ,0
best_model,best_rank_5,best_model_top5,170,2016-07-22,169,5,09 10 20 21 27 28 30,2,0,外れ,0
role_ensemble,main_best,本命: 採用ベストモデル,171,2016-07-29,170,1,09 10 14 21 27 28 30,3,0,外れ,0
role_ensemble,high_match,高一致狙い: ペア/3連/最大一致重視,171,2016-07-29,170,2,03 08 09 21 32 35 36,1,0,外れ,0
role_ensemble,recent120,直近寄り: 直近120回/60回の流れ重視,171,2016-07-29,170,3,03 09 14 20 27 28 36,2,0,外れ,0
role_ensemble,mid_high,中高数字補正: 20番台後半〜30番台も押さえる,171,2016-07-29,170,4,01 09 10 27 28 30 36,3,0,外れ,0
role_ensemble,contrarian,荒れ目/逆張り: 休眠・広めレンジ・低重複,171,2016-07-29,170,5,01 08 14 27 28 30 31,3,0,外れ,0
best_model,best_rank_1,best_model_top5,171,2016-07-29,170,1,09 10 14 20 27 28 30,2,0,外れ,0
best_model,best_rank_2,best_model_top5,171,2016-07-29,170,2,09 10 14 21 27 28 30,3,0,外れ,0
best_model,best_rank_3,best_model_top5,171,2016-07-29,170,3,01 09 14 20 27 28 30,3,0,外れ,0
best_model,best_rank_4,best_model_top5,171,2016-07-29,170,4,03 09 14 20 27 28 30,2,0,外れ,0
best_model,best_rank_5,best_model_top5,171,2016-07-29,170,5,08 09 14 20 27 28 30,2,0,外れ,0
